Instituto Nacional de Estadística y Geografía,,,,,,,,,,,,,,,,,,,,,,,,
Biblioteca digital de Mapas,,,,,,,,,,,,,,,,,,,,,,,,
Fecha de la consulta: 19/07/2023 18:46:33,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
upc,titulo,titulo_ing,url,entidad,formatos,clvcarta,datum,edicion,coordenadas,escala,cobertura,serie,resolucion,tipofoto,vuelo,iin,sensor,indice_esp,satelite,resolucion_sat,restriccion,fecha_toma,unidad_edo,contacto
702825282769,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixpantepec Nievess","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixpantepec Nievess",/app/biblioteca/ficha.html?upc=702825282769, Oaxaca, SHP 473.94KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825288648,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtacamaxtitlán","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtacamaxtitlán",/app/biblioteca/ficha.html?upc=702825288648, Puebla, SHP 577.01KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825292485,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtacuixtla de Mariano Matamoros","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtacuixtla de Mariano Matamoros",/app/biblioteca/ficha.html?upc=702825292485, Tlaxcala, SHP 789.80KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825293789,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtaczoquitlán","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtaczoquitlán",/app/biblioteca/ficha.html?upc=702825293789, Veracruz de Ignacio de la Llave, SHP 831.90KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825279080,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtapaluca","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtapaluca",/app/biblioteca/ficha.html?upc=702825279080, México, SHP 51.26KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825273385,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtapangajoya","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtapangajoya",/app/biblioteca/ficha.html?upc=702825273385, Chiapas, SHP 430.67KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825279110,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlahuaca","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlahuaca",/app/biblioteca/ficha.html?upc=702825279110, México, SHP 807.38KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825272890,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlahuacán","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlahuacán",/app/biblioteca/ficha.html?upc=702825272890, Colima, SHP 0.98MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825277888,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlahuacán de los Membrillos","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlahuacán de los Membrillos",/app/biblioteca/ficha.html?upc=702825277888, Jalisco, SHP 0.99MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825277895,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlahuacán del Río","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlahuacán del Río",/app/biblioteca/ficha.html?upc=702825277895, Jalisco, SHP 950.42KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281465,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlán del Río","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Ixtlán del Río",/app/biblioteca/ficha.html?upc=702825281465, Nayarit, SHP 521.11KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825288662,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Izúcar de Matamoros","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Izúcar de Matamoros",/app/biblioteca/ficha.html?upc=702825288662, Puebla, SHP 613.10KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825280376,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jacona","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jacona",/app/biblioteca/ficha.html?upc=702825280376, Michoacán de Ocampo, SHP 502.02KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825296308,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jalpa","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jalpa",/app/biblioteca/ficha.html?upc=702825296308, Zacatecas, SHP 850.67KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825293833,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jáltipan","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jáltipan",/app/biblioteca/ficha.html?upc=702825293833, Veracruz de Ignacio de la Llave, SHP 506.65KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281175,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jantetelco","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jantetelco",/app/biblioteca/ficha.html?upc=702825281175, Morelos, SHP 584.68KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825275525,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jerécuaro","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jerécuaro",/app/biblioteca/ficha.html?upc=702825275525, Guanajuato, SHP 1.47MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825296315,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jerez","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jerez",/app/biblioteca/ficha.html?upc=702825296315, Zacatecas, SHP 516.80KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825272180,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jesús María","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jesús María",/app/biblioteca/ficha.html?upc=702825272180, Aguascalientes, SHP 2.12MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825293864,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jilotepec","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jilotepec",/app/biblioteca/ficha.html?upc=702825293864, Veracruz de Ignacio de la Llave, SHP 553.52KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825279141,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jilotepec","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jilotepec",/app/biblioteca/ficha.html?upc=702825279141, México, SHP 453.70KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825274474,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiménez","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiménez",/app/biblioteca/ficha.html?upc=702825274474, Chihuahua, SHP 768.33KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825292089,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiménez","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiménez",/app/biblioteca/ficha.html?upc=702825292089, Tamaulipas, SHP 431.90KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825273392,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiquipilas","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiquipilas",/app/biblioteca/ficha.html?upc=702825273392, Chiapas, SHP 1.87MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825279165,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiquipilco","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiquipilco",/app/biblioteca/ficha.html?upc=702825279165, México, SHP 425.03KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825273408,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jitotol","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jitotol",/app/biblioteca/ficha.html?upc=702825273408, Chiapas, SHP 429.30KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281182,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiutepec","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jiutepec",/app/biblioteca/ficha.html?upc=702825281182, Morelos, SHP 516.62KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825277949,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jocotepec","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jocotepec",/app/biblioteca/ficha.html?upc=702825277949, Jalisco, SHP 971.42KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825279172,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jocotitlán","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jocotitlán",/app/biblioteca/ficha.html?upc=702825279172, México, SHP 72.19KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281199,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jojutla","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jojutla",/app/biblioteca/ficha.html?upc=702825281199, Morelos, SHP 801.32KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825288686,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jolalpan","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jolalpan",/app/biblioteca/ficha.html?upc=702825288686, Puebla, SHP 626.01KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281205,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jonacatepec","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jonacatepec",/app/biblioteca/ficha.html?upc=702825281205, Morelos, SHP 511.53KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825288709,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jopala","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Jopala",/app/biblioteca/ficha.html?upc=702825288709, Puebla, SHP 427.62KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825279189,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Joquicingo","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Joquicingo",/app/biblioteca/ficha.html?upc=702825279189, México, SHP 476.03KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825294625,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. José Azueta","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. José Azueta",/app/biblioteca/ficha.html?upc=702825294625, Veracruz de Ignacio de la Llave, SHP 440.13KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825288730,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juan N. Méndez","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juan N. Méndez",/app/biblioteca/ficha.html?upc=702825288730, Puebla, SHP 431.98KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825276188,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juan R. Escudero","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juan R. Escudero",/app/biblioteca/ficha.html?upc=702825276188, Guerrero, SHP 1.00MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825277956,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juanacatlán","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juanacatlán",/app/biblioteca/ficha.html?upc=702825277956, Jalisco, SHP 489.30KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825273415,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juárez","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juárez",/app/biblioteca/ficha.html?upc=702825273415, Chiapas, SHP 653.53KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281915,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juárez","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juárez",/app/biblioteca/ficha.html?upc=702825281915, Nuevo León, SHP 1.23MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825296346,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juchipila","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juchipila",/app/biblioteca/ficha.html?upc=702825296346, Zacatecas, SHP 917.35KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825276591,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juchitán","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Juchitán",/app/biblioteca/ficha.html?upc=702825276591, Guerrero, SHP 436.19KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825274498,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Julimes","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Julimes",/app/biblioteca/ficha.html?upc=702825274498, Chihuahua, SHP 436.05KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825291228,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Colorada","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Colorada",/app/biblioteca/ficha.html?upc=702825291228, Sonora, SHP 566.17KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825274276,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Cruz","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Cruz",/app/biblioteca/ficha.html?upc=702825274276, Chihuahua, SHP 436.60KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825273439,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Libertad","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Libertad",/app/biblioteca/ficha.html?upc=702825273439, Chiapas, SHP 482.95KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825272326,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Paz","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Paz",/app/biblioteca/ficha.html?upc=702825272326, Baja California Sur, SHP 1.11MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825282875,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Reforma","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Reforma",/app/biblioteca/ficha.html?upc=702825282875, Oaxaca, SHP 525.52KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281595,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Yesca","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. La Yesca",/app/biblioteca/ficha.html?upc=702825281595, Nayarit, SHP 624.92KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825288747,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lafragua","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lafragua",/app/biblioteca/ficha.html?upc=702825288747, Puebla, SHP 698.55KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825277970,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lagos de Moreno","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lagos de Moreno",/app/biblioteca/ficha.html?upc=702825277970, Jalisco, SHP 2.58MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825293543,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Las Choapas","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Las Choapas",/app/biblioteca/ficha.html?upc=702825293543, Veracruz de Ignacio de la Llave, SHP 602.06KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825280468,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lázaro Cárdenas","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lázaro Cárdenas",/app/biblioteca/ficha.html?upc=702825280468, Michoacán de Ocampo, SHP 525.73KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825275532,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. León","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. León",/app/biblioteca/ficha.html?upc=702825275532, Guanajuato, SHP 2.49MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825276195,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Leonardo Bravo","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Leonardo Bravo",/app/biblioteca/ficha.html?upc=702825276195, Guerrero, SHP 529.68KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825275068,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lerdo","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lerdo",/app/biblioteca/ficha.html?upc=702825275068, Durango, SHP 1.06MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825279202,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lerma","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Lerma",/app/biblioteca/ficha.html?upc=702825279202, México, SHP 557.59KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825288754,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Libres","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Libres",/app/biblioteca/ficha.html?upc=702825288754, Puebla, SHP 654.51KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281939,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Linares","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Linares",/app/biblioteca/ficha.html?upc=702825281939, Nuevo León, SHP 1.08MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825292096,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Llera","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Llera",/app/biblioteca/ficha.html?upc=702825292096, Tamaulipas, SHP 428.33KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825282554,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Loma Bonita","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Loma Bonita",/app/biblioteca/ficha.html?upc=702825282554, Oaxaca, SHP 498.67KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825281632,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Los Aldamas","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Los Aldamas",/app/biblioteca/ficha.html?upc=702825281632, Nuevo León, SHP 549.23KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825272333,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Los Cabos","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Los Cabos",/app/biblioteca/ficha.html?upc=702825272333, Baja California Sur, SHP 1.01MB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
702825282028,"Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Los Ramones","Vectorial de localidades amanzanadas y números exteriores, Rurales. Cierre de planeación del Censo de Población y Vivienda 2010. Los Ramones",/app/biblioteca/ficha.html?upc=702825282028, Nuevo León, SHP 861.31KB,,ITRF92 época 1988.0,2010,,,Localidad           ,,,,,False,,,No especificado,No especificado,,,,
